"","reviewid","title","artist","url","score","best_new_music","author","author_type","pub_date","pub_weekday","pub_day","pub_month","pub_year","year","review_release_years"
"314",10017,"sound of silver","lcd soundsystem","http://pitchfork.com/reviews/albums/10017-sound-of-silver/",9.2,1,"mark pytlik","contributor",2007-03-20,1,20,3,2007,2007,0
"315",4978,"lcd soundsystem","lcd soundsystem","http://pitchfork.com/reviews/albums/4978-lcd-soundsystem/",8.2,1,"dominique leone","contributor",2005-02-02,2,2,2,2005,2005,0
"316",22514,"you want it darker","leonard cohen","http://pitchfork.com/reviews/albums/22514-you-want-it-darker/",8.5,1,"stacey anderson","associate features editor",2016-10-24,0,24,10,2016,2016,0
"317",10678,"let's stay friends","les savy fav","http://pitchfork.com/reviews/albums/10678-lets-stay-friends/",8.3,1,"matt lemay","contributor",2007-09-18,1,18,9,2007,2007,0
"318",4752,"inches","les savy fav","http://pitchfork.com/reviews/albums/4752-inches/",9.1,1,"matt lemay","contributor",2004-04-22,3,22,4,2004,2004,0
"319",13991,"sisterworld","liars","http://pitchfork.com/reviews/albums/13991-sisterworld/",8.1,1,"marc masters","contributor",2010-03-09,1,9,3,2010,2010,0
"320",10588,"liars","liars","http://pitchfork.com/reviews/albums/10588-liars/",8.5,1,"jess harvell","contributor",2007-08-27,0,27,8,2007,2007,0
"321",4767,"drum's not dead","liars","http://pitchfork.com/reviews/albums/4767-drums-not-dead/",9,1,"brandon stosuy","contributor",2006-02-22,2,22,2,2006,2006,0
"322",4786,"wonderful rainbow","lightning bolt","http://pitchfork.com/reviews/albums/4786-wonderful-rainbow/",8.4,1,"julianne escobedo shepherd","contributor",2003-03-03,0,3,3,2003,2003,0
"323",11608,"tha carter iii","lil wayne","http://pitchfork.com/reviews/albums/11608-tha-carter-iii/",8.7,1,"ryan dombal","senior editor",2008-06-12,3,12,6,2008,2008,0
"324",12125,"where you go i go too","lindstrm","http://pitchfork.com/reviews/albums/12125-where-you-go-i-go-too/",8.6,1,"tim finney",NA,2008-08-25,0,25,8,2008,2008,0
"325",9559,"it's a feedelity affair","lindstrm","http://pitchfork.com/reviews/albums/9559-its-a-feedelity-affair/",8.4,1,"tim finney",NA,2006-10-25,2,25,10,2006,2006,0
"326",13925,"gorilla manor","local natives","http://pitchfork.com/reviews/albums/13925-gorilla-manor/",8.4,1,"ian cohen","contributor",2010-02-15,0,15,2,2010,2010,0
"327",4961,"van lear rose","loretta lynn","http://pitchfork.com/reviews/albums/4961-van-lear-rose/",9.3,1,"stephen deusner",NA,2004-04-29,3,29,4,2004,2004,0
"328",16432,"spooky action at a distance","lotus plaza","http://pitchfork.com/reviews/albums/16432-lotus-plaza-spooky-action-at-a-distance/",8.4,1,"ian cohen","contributor",2012-04-02,0,2,4,2012,2012,0
"329",8971,"nine times that same song","love is all","http://pitchfork.com/reviews/albums/8971-nine-times-that-same-song/",8.7,1,"nick sylvester","contributor",2005-12-05,0,5,12,2005,2006,-1
"330",20213,"escape from evil","lower dens","http://pitchfork.com/reviews/albums/20213-escape-from-evil/",8.3,1,"sasha geffen","contributor",2015-04-03,4,3,4,2015,2015,0
"331",19312,"i never learn","lykke li","http://pitchfork.com/reviews/albums/19312-lykke-li-i-never-learn/",8.4,1,"ian cohen","contributor",2014-05-05,0,5,5,2014,2014,0
"332",15167,"wounded rhymes","lykke li","http://pitchfork.com/reviews/albums/15167-wounded-rhymes/",8.3,1,"stephen m. deusner","contributor",2011-03-03,3,3,3,2011,2011,0
"333",10564,"kala","m.i.a.","http://pitchfork.com/reviews/albums/10564-kala/",8.9,1,"mark pytlik","contributor",2007-08-21,1,21,8,2007,2007,0
"334",5618,"arular","m.i.a.","http://pitchfork.com/reviews/albums/5618-arular/",8.6,1,"scott plagenhoef","contributor",2005-03-22,1,22,3,2005,2005,0
"335",15881,"hurry up, we're dreaming","m83","http://pitchfork.com/reviews/albums/15881-hurry-up-were-dreaming/",9.1,1,"ian cohen","contributor",2011-10-17,0,17,10,2011,2011,0
"336",11406,"saturdays=youth","m83","http://pitchfork.com/reviews/albums/11406-saturdaysyouth/",8.5,1,"brian howe","contributor",2008-04-15,1,15,4,2008,2008,0
"337",5009,"before the dawn heals us","m83","http://pitchfork.com/reviews/albums/5009-before-the-dawn-heals-us/",8.6,1,"brandon stosuy","contributor",2005-01-26,2,26,1,2005,2005,0
"338",5006,"dead cities, red seas & lost ghosts","m83","http://pitchfork.com/reviews/albums/5006-dead-cities-red-seas-lost-ghosts/",9.2,1,"matt lemay","contributor",2003-05-12,0,12,5,2003,2003,0
"339",19170,"salad days","mac demarco","http://pitchfork.com/reviews/albums/19170-mac-demarco-salad-days/",8.5,1,"marc hogan","senior staff writer",2014-04-01,1,1,4,2014,2014,0
"340",17182,"2","mac demarco","http://pitchfork.com/reviews/albums/17182-mac-demarco-2/",8.2,1,"sam hockley-smith","contributor",2012-10-31,2,31,10,2012,2012,0
"341",5579,"madvillainy","madvillain","http://pitchfork.com/reviews/albums/5579-madvillainy/",9.4,1,"rollie pemberton & nick sylvester",NA,2004-03-25,3,25,3,2004,2004,0
"342",5050,"beauty party","majesticons","http://pitchfork.com/reviews/albums/5050-beauty-party/",8.7,1,"julianne escobedo shepherd","contributor",2003-02-25,1,25,2,2003,2003,0
"343",14241,"nothing hurts","male bonding","http://pitchfork.com/reviews/albums/14241-nothing-hurts/",8.5,1,"nitsuh abebe","contributor",2010-05-13,3,13,5,2010,2010,0
"344",5077,"up in flames","caribou","http://pitchfork.com/reviews/albums/5077-up-in-flames/",8.6,1,"mark richardson","executive editor",2003-04-03,3,3,4,2003,2003,0
"345",12272,"this is it and i am it and you are it and so is that and he is it and she is it and it is it and that is that","marnie stern","http://pitchfork.com/reviews/albums/12272-this-is-it-and-i-am-it-and-you-are-it-and-so-is-that-and-he-is-it-and-she-is-it-and-it-is-it-and-that-is-that/",8.3,1,"mike powell","contributor",2008-10-09,3,9,10,2008,2008,0
"346",9426,"blood mountain","mastodon","http://pitchfork.com/reviews/albums/9426-blood-mountain/",8.7,1,"brandon stosuy","contributor",2006-09-20,2,20,9,2006,2006,0
"347",14533,"black city","matthew dear","http://pitchfork.com/reviews/albums/14533-black-city/",8.4,1,"joe colly","contributor",2010-08-13,4,13,8,2010,2010,0
"348",9072,"scale","matthew herbert","http://pitchfork.com/reviews/albums/9072-scale/",8.8,1,"jess harvell","contributor",2006-06-02,4,2,6,2006,2006,0
"349",6917,"the blue notebooks","max richter","http://pitchfork.com/reviews/albums/6917-the-blue-notebooks/",8.7,1,"mark pytlik","contributor",2004-07-01,3,1,7,2004,2004,0
"350",22057,"blacksummersnight","maxwell","http://pitchfork.com/reviews/albums/22057-maxwell-blacksummersnight/",8.4,1,"rebecca haithcoat","contributor",2016-07-12,1,12,7,2016,2016,0
"351",13451,"seek magic","memory tapes","http://pitchfork.com/reviews/albums/13451-seek-magic/",8.3,1,"ian cohen","contributor",2009-09-30,2,30,9,2009,2009,0
"352",9768,"friend and foe","menomena","http://pitchfork.com/reviews/albums/9768-friend-and-foe/",8.5,1,"joe tangari","contributor",2007-01-18,3,18,1,2007,2007,0
"353",5555,"i am the fun blame monster","menomena","http://pitchfork.com/reviews/albums/5555-i-am-the-fun-blame-monster/",8.7,1,"joe tangari","contributor",2003-10-21,1,21,10,2003,2003,0
"354",17170,"metz","metz","http://pitchfork.com/reviews/albums/17170-metz/",8.5,1,"stuart berman","contributor",2012-10-10,2,10,10,2012,2012,0
"355",20728,"wildheart","miguel","http://pitchfork.com/reviews/albums/20728-wildheart/",8.9,1,"anupa mistry","contributor",2015-07-01,2,1,7,2015,2015,0
"356",17125,"kaleidoscope dream","miguel","http://pitchfork.com/reviews/albums/17125-kaleidoscope-dream/",8.4,1,"andrew ryce","contributor",2012-10-04,3,4,10,2012,2012,0
"357",17959,"mcii","mikal cronin","http://pitchfork.com/reviews/albums/17959-mikal-cronin-mcii/",8.4,1,"evan minsker","deputy news editor",2013-05-02,3,2,5,2013,2013,0
"358",5332,"c'mon miracle","mirah","http://pitchfork.com/reviews/albums/5332-cmon-miracle/",8.5,1,"michael idov",NA,2004-05-12,2,12,5,2004,2004,0
"359",21970,"puberty 2","mitski","http://pitchfork.com/reviews/albums/21970-puberty-2/",8.5,1,"jillian mapes","senior editor",2016-06-22,2,22,6,2016,2016,0
"360",21580,"dj-kicks","moodymann","http://pitchfork.com/reviews/albums/21580-dj-kicks/",8.4,1,"andy beta","contributor",2016-02-17,2,17,2,2016,2016,0
"361",5437,"you are the quarry","morrissey","http://pitchfork.com/reviews/albums/5437-you-are-the-quarry/",8.9,1,"brent dicrescenzo","contributor",2004-05-19,2,19,5,2004,2004,0
"362",16657,"clear moon","mount eerie","http://pitchfork.com/reviews/albums/16657-clear-moon/",8.3,1,"jayson greene","senior editor",2012-05-22,1,22,5,2012,2012,0
"363",12292,"lost wisdom","mount eerie","http://pitchfork.com/reviews/albums/12292-lost-wisdom/",8.3,1,"matthew solarski","contributor",2008-10-14,1,14,10,2008,2008,0
"364",5561,"afro finger and gel","mu","http://pitchfork.com/reviews/albums/5561-afro-finger-and-gel/",9,1,"andy beta","contributor",2003-12-04,3,4,12,2003,2003,0
"365",18669,"love's crushing diamond","mutual benefit","http://pitchfork.com/reviews/albums/18669-mutual-benefit-loves-crushing-diamond/",8.4,1,"ian cohen","contributor",2013-10-25,4,25,10,2013,2013,0
"366",5531,"it still moves","my morning jacket","http://pitchfork.com/reviews/albums/5531-it-still-moves/",8.3,1,"joe tangari","contributor",2003-09-17,2,17,9,2003,2003,0
"367",20620,"february 15 ep","nao","http://pitchfork.com/reviews/albums/20620-february-15-ep/",8.4,1,"meaghan garvey","contributor",2015-05-22,4,22,5,2015,2015,0
"368",16832,"life is good","nas","http://pitchfork.com/reviews/albums/16832-life-is-good/",8.3,1,"jayson greene","senior editor",2012-07-20,4,20,7,2012,2012,0
"369",20088,"natalie prass","natalie prass","http://pitchfork.com/reviews/albums/20088-natalie-prass/",8.3,1,"jeremy gordon","contributor",2015-01-26,0,26,1,2015,2015,0
"370",5732,"ufo","need new body","http://pitchfork.com/reviews/albums/5732-ufo/",8.4,1,"matt lemay","contributor",2003-09-23,1,23,9,2003,2003,0
"371",21041,"vega intl. night school","neon indian","http://pitchfork.com/reviews/albums/21041-vega-intl-night-school/",8.6,1,"ian cohen","contributor",2015-10-14,2,14,10,2015,2015,0
"372",13510,"psychic chasms","neon indian","http://pitchfork.com/reviews/albums/13510-psychic-chasms/",8.6,1,"marc hogan","senior staff writer",2009-10-13,1,13,10,2009,2009,0
"373",22336,"skeleton tree","nick cave & the bad seeds","http://pitchfork.com/reviews/albums/22336-skeleton-tree/",9,1,"stuart berman","contributor",2016-09-14,2,14,9,2016,2016,0
"374",22444,"sirens","nicolas jaar","http://pitchfork.com/reviews/albums/22444-sirens/",8.7,1,"jonah bromwich","contributor",2016-09-29,3,29,9,2016,2016,0
"375",15122,"space is only noise","nicolas jaar","http://pitchfork.com/reviews/albums/15122-space-is-only-noise/",8.4,1,"andrew gaerig","contributor",2011-02-17,3,17,2,2011,2011,0
"376",14688,"everything in between","no age","http://pitchfork.com/reviews/albums/14688-everything-in-between/",8.8,1,"paul thompson","contributor",2010-09-28,1,28,9,2010,2010,0
"377",11449,"nouns","no age","http://pitchfork.com/reviews/albums/11449-nouns/",9.2,1,"amanda petrusich","contributor",2008-05-05,0,5,5,2008,2008,0
"378",5883,"hope","non-prophets","http://pitchfork.com/reviews/albums/5883-hope/",9.2,1,"rollie pemberton",NA,2003-10-13,0,13,10,2003,2003,0
"379",22389,"yes lawd!","nxworries","http://pitchfork.com/reviews/albums/22389-yes-lawd/",8.2,1,"jonah bromwich","contributor",2016-10-18,1,18,10,2016,2016,0
"380",9796,"hissing fauna, are you the destroyer?","of montreal","http://pitchfork.com/reviews/albums/9796-hissing-fauna-are-you-the-destroyer/",8.7,1,"rob mitchum","contributor",2007-01-24,2,24,1,2007,2007,0
"381",14919,"first four eps","off!","http://pitchfork.com/reviews/albums/14919-first-four-eps/",8.5,1,"paul thompson","contributor",2010-12-09,3,9,12,2010,2010,0
"382",10509,"the stage names","okkervil river","http://pitchfork.com/reviews/albums/10509-the-stage-names/",8.7,1,"stephen m. deusner","contributor",2007-08-06,0,6,8,2007,2007,0
"383",21108,"garden of delete","oneohtrix point never","http://pitchfork.com/reviews/albums/21108-garden-of-delete/",8.7,1,"philip sherburne","contributing editor",2015-11-09,0,9,11,2015,2015,0
"384",18537,"r plus seven","oneohtrix point never","http://pitchfork.com/reviews/albums/18537-oneohtrix-point-never-r-plus-seven/",8.4,1,"mark richardson","executive editor",2013-10-04,4,4,10,2013,2013,0
"385",16031,"replica","oneohtrix point never","http://pitchfork.com/reviews/albums/16031-replica/",8.8,1,"mark richardson","executive editor",2011-11-11,4,11,11,2011,2011,0
"386",19248,"more than any other day","ought","http://pitchfork.com/reviews/albums/19248-ought-more-than-any-other-day/",8.4,1,"stuart berman","contributor",2014-04-29,1,29,4,2014,2014,0
"387",6059,"s.t.r.e.e.t. d.a.d.","out hud","http://pitchfork.com/reviews/albums/6059-street-dad/",9,1,"eric carr","contributor",2003-01-15,2,15,1,2003,2002,1
"388",13830,"heartland","owen pallett","http://pitchfork.com/reviews/albums/13830-heartland/",8.6,1,"nitsuh abebe","contributor",2010-01-15,4,15,1,2010,2010,0
"389",19570,"foundations of burden","pallbearer","http://pitchfork.com/reviews/albums/19570-pallbearer-foundations-of-burden/",8.6,1,"brandon stosuy","contributor",2014-08-12,1,12,8,2014,2014,0
"390",16345,"sorrow and extinction","pallbearer","http://pitchfork.com/reviews/albums/16345-sorrow-and-extinction/",8.4,1,"brandon stosuy","contributor",2012-03-01,3,1,3,2012,2012,0
"391",20079,"panda bear meets the grim reaper","panda bear","http://pitchfork.com/reviews/albums/20079-panda-bear-meets-the-grim-reaper/",8.7,1,"stuart berman","contributor",2015-01-12,0,12,1,2015,2015,0
"392",15299,"tomboy","panda bear","http://pitchfork.com/reviews/albums/15299-tomboy/",8.5,1,"jess harvell","contributor",2011-04-11,0,11,4,2011,2011,0
"393",10025,"person pitch","panda bear","http://pitchfork.com/reviews/albums/10025-person-pitch/",9.4,1,"mark richardson","executive editor",2007-03-22,3,22,3,2007,2007,0
"394",6141,"young prayer","panda bear","http://pitchfork.com/reviews/albums/6141-young-prayer/",8.5,1,"mark richardson","executive editor",2004-09-29,2,29,9,2004,2004,0
"395",13947,"black noise","pantha du prince","http://pitchfork.com/reviews/albums/13947-black-noise/",8.3,1,"joe colly","contributor",2010-02-19,4,19,2,2010,2010,0
"396",6150,"let's get serious ep","panthers","http://pitchfork.com/reviews/albums/6150-lets-get-serious-ep/",7.9,1,"brandon stosuy","contributor",2003-04-30,2,30,4,2003,2003,0
"397",21597,"human performance","parquet courts","http://pitchfork.com/reviews/albums/21597-human-performance/",8.4,1,"jenn pelly","associate reviews editor",2016-04-08,4,8,4,2016,2016,0
"398",19403,"sunbathing animal","parquet courts","http://pitchfork.com/reviews/albums/19403-parquet-courts-sunbathing-animal/",8.6,1,"larry fitzmaurice","contributor",2014-06-04,2,4,6,2014,2014,0
"399",16844,"gossamer","passion pit","http://pitchfork.com/reviews/albums/16844-gossamer/",8.4,1,"ian cohen","contributor",2012-07-23,0,23,7,2012,2012,0
"400",9965,"the magic position","patrick wolf","http://pitchfork.com/reviews/albums/9965-the-magic-position/",8.3,1,"liz colville",NA,2007-03-08,3,8,3,2007,2007,0
"401",19086,"say yes to love","perfect pussy","http://pitchfork.com/reviews/albums/19086-perfect-pussy-say-yes-to-love/",8.6,1,"lindsay zoladz","contributor",2014-03-17,0,17,3,2014,2014,0
"402",19798,"too bright","perfume genius","http://pitchfork.com/reviews/albums/19798-perfume-genius-too-bright/",8.5,1,"brandon stosuy","contributor",2014-09-23,1,23,9,2014,2014,0
"403",16335,"put your back n 2 it","perfume genius","http://pitchfork.com/reviews/albums/16335-put-your-back-n-2-it/",8.4,1,"larry fitzmaurice","contributor",2012-02-27,0,27,2,2012,2012,0
"404",9518,"writer's block","peter bjorn and john","http://pitchfork.com/reviews/albums/9518-writers-block/",8.5,1,"marc hogan","senior staff writer",2006-10-18,2,18,10,2006,2006,0
"405",19871,"bestial burden","pharmakon","http://pitchfork.com/reviews/albums/19871-pharmakon-bestial-burden/",8.4,1,"larry fitzmaurice","contributor",2014-10-15,2,15,10,2014,2014,0
"406",4227,"7","philip jeck","http://pitchfork.com/reviews/albums/4227-7/",8.2,1,"mark richardson","executive editor",2004-01-13,1,13,1,2004,2004,0
"407",13052,"wolfgang amadeus phoenix","phoenix","http://pitchfork.com/reviews/albums/13052-wolfgang-amadeus-phoenix/",8.5,1,"ryan dombal","senior editor",2009-05-27,2,27,5,2009,2009,0
"408",17522,"muchacho","phosphorescent","http://pitchfork.com/reviews/albums/17522-phosphorescent-muchacho/",8.8,1,"jayson greene","senior editor",2013-03-18,0,18,3,2013,2013,0
"409",15120,"let england shake","pj harvey","http://pitchfork.com/reviews/albums/15120-let-england-shake/",8.8,1,"scott plagenhoef","contributor",2011-02-15,1,15,2,2011,2011,0
"410",6396,"neu","polysics","http://pitchfork.com/reviews/albums/6396-neu/",8.3,1,"brad hurst",NA,2003-09-04,3,4,9,2003,2003,0
"411",21514,"pool","porches","http://pitchfork.com/reviews/albums/21514-pool/",8.3,1,"jeremy gordon","contributor",2016-02-08,0,8,2,2016,2016,0
"412",11438,"third","portishead","http://pitchfork.com/reviews/albums/11438-third/",8.8,1,"nate patrin","contributor",2008-04-28,0,28,4,2008,2008,0
"413",6449,"one word extinguisher","prefuse 73","http://pitchfork.com/reviews/albums/6449-one-word-extinguisher/",9.1,1,"jascha hoffman",NA,2003-05-07,2,7,5,2003,2003,0
"414",10116,"return of the mac","prodigy","http://pitchfork.com/reviews/albums/10116-return-of-the-mac/",8.5,1,"tom breihan","contributor",2007-04-20,4,20,4,2007,2007,0
"415",20463,"frozen niagara falls","prurient","http://pitchfork.com/reviews/albums/20463-prurient-frozen-niagara-falls/",8.5,1,"andy o'connor","contributor",2015-05-14,3,14,5,2015,2015,0
"416",16851,"shrines","purity ring","http://pitchfork.com/reviews/albums/16851-shrines/",8.4,1,"mark richardson","executive editor",2012-07-24,1,24,7,2012,2012,0
"417",21907,"a moon shaped pool","radiohead","http://pitchfork.com/reviews/albums/21907-a-moon-shaped-pool/",9.1,1,"jayson greene","senior editor",2016-05-11,2,11,5,2016,2016,0
"418",10785,"in rainbows","radiohead","http://pitchfork.com/reviews/albums/10785-in-rainbows/",9.3,1,"mark pytlik","contributor",2007-10-15,0,15,10,2007,2007,0
"419",13441,"only built 4 cuban linx... pt. ii","raekwon","http://pitchfork.com/reviews/albums/13441-only-built-4-cuban-linx-pt-ii/",8.8,1,"nate patrin","contributor",2009-09-17,3,17,9,2009,2009,0
"420",19060,"atlas","real estate","http://pitchfork.com/reviews/albums/19060-real-estate-atlas/",8.8,1,"jayson greene","senior editor",2014-03-03,0,3,3,2014,2014,0
"421",15918,"days","real estate","http://pitchfork.com/reviews/albums/15918-days/",8.7,1,"marc masters","contributor",2011-10-18,1,18,10,2011,2011,0
"422",13703,"real estate","real estate","http://pitchfork.com/reviews/albums/13703-real-estate/",8.5,1,"david bevan","contributor",2009-11-17,1,17,11,2009,2009,0
"423",17693,"woman","rhye","http://pitchfork.com/reviews/albums/17693-rhye-woman/",8.5,1,"miles raymer","contributor",2013-03-05,1,5,3,2013,2013,0
"424",14917,"body talk","robyn","http://pitchfork.com/reviews/albums/14917-body-talk/",8.7,1,"marc hogan","senior staff writer",2010-12-03,4,3,12,2010,2010,0
"425",14294,"body talk pt. 1","robyn","http://pitchfork.com/reviews/albums/14294-body-talk-pt-1/",8.5,1,"marc hogan","senior staff writer",2010-06-01,1,1,6,2010,2010,0
"426",22745,"run the jewels 3","run the jewels","http://pitchfork.com/reviews/albums/22745-run-the-jewels-3/",8.6,1,"sheldon pearce","associate staff writer",2017-01-03,1,3,1,2017,2016,1
"427",19968,"run the jewels 2","run the jewels","http://pitchfork.com/reviews/albums/19968-run-the-jewels-run-the-jewels-2/",9,1,"ian cohen","contributor",2014-10-29,2,29,10,2014,2014,0
"428",18219,"run the jewels","run the jewels","http://pitchfork.com/reviews/albums/18219-run-the-jewels-run-the-jewels/",8.5,1,"nate patrin","contributor",2013-07-01,0,1,7,2013,2013,0
"429",9751,"disco romance","sally shapiro","http://pitchfork.com/reviews/albums/9751-disco-romance/",8.5,1,"marc hogan","senior staff writer",2007-01-09,1,9,1,2007,2006,1
"430",17977,"silence yourself","savages","http://pitchfork.com/reviews/albums/17977-savages-silence-yourself/",8.7,1,"lindsay zoladz","contributor",2013-05-06,0,6,5,2013,2013,0
"431",22094,"blank face lp","schoolboy q","http://pitchfork.com/reviews/albums/22094-blank-face-lp/",8.3,1,"jonah bromwich","contributor",2016-07-14,3,14,7,2016,2016,0
"432",16216,"habits & contradictions","schoolboy q","http://pitchfork.com/reviews/albums/16216-schoolboy-q-habits-contradictions/",8.4,1,"jayson greene","senior editor",2012-01-27,4,27,1,2012,2012,0
"433",8764,"the drift","scott walker","http://pitchfork.com/reviews/albums/8764-the-drift/",9,1,"dominique leone","contributor",2006-05-09,1,9,5,2006,2006,0
"434",16062,"sepalcure","sepalcure","http://pitchfork.com/reviews/albums/16062-sepalcure/",8.4,1,"andrew gaerig","contributor",2011-11-22,1,22,11,2011,2011,0
"435",8972,"serena maneesh","serena-maneesh","http://pitchfork.com/reviews/albums/8972-serena-maneesh/",8.6,1,"nick sylvester","contributor",2005-09-06,1,6,9,2005,2006,-1
"436",15570,"black up","shabazz palaces","http://pitchfork.com/reviews/albums/15570-black-up/",8.8,1,"eric grandy","contributor",2011-06-27,0,27,6,2011,2011,0
"437",20585,"ratchet","shamir","http://pitchfork.com/reviews/albums/20585-ratchet/",8.3,1,"anupa mistry","contributor",2015-05-18,0,18,5,2015,2015,0
"438",21731,"iii ep","sheer mag","http://pitchfork.com/reviews/albums/21731-iii-ep/",8.3,1,"jeremy gordon","contributor",2016-03-14,0,14,3,2016,2016,0
"439",7805,"in the kingdom of kitsch you will be a monster","shining","http://pitchfork.com/reviews/albums/7805-in-the-kingdom-of-kitsch-you-will-be-a-monster/",8.3,1,"brandon stosuy","contributor",2005-03-11,4,11,3,2005,2005,0
"440",7180,"wetheads come running","single frame","http://pitchfork.com/reviews/albums/7180-wetheads-come-running/",8.5,1,"andrew bryant",NA,2003-05-27,1,27,5,2003,2002,1
"441",7203,"school of the flower","six organs of admittance","http://pitchfork.com/reviews/albums/7203-school-of-the-flower/",8.3,1,"brandon stosuy","contributor",2005-02-09,2,9,2,2005,2005,0
"442",20148,"no cities to love","sleater-kinney","http://pitchfork.com/reviews/albums/20148-no-cities-to-love/",8.7,1,"jenn pelly","associate reviews editor",2015-01-20,1,20,1,2015,2015,0
"443",7240,"the woods","sleater-kinney","http://pitchfork.com/reviews/albums/7240-the-woods/",9,1,"stephen m. deusner","contributor",2005-05-24,1,24,5,2005,2005,0
"444",14251,"treats","sleigh bells","http://pitchfork.com/reviews/albums/14251-treats/",8.7,1,"mark richardson","executive editor",2010-05-14,4,14,5,2010,2010,0
"445",15016,"dye it blonde","smith westerns","http://pitchfork.com/reviews/albums/15016-dye-it-blonde/",8.4,1,"david bevan","contributor",2011-01-18,1,18,1,2011,2011,0
"446",22482,"a seat at the table","solange","http://pitchfork.com/reviews/albums/22482-a-seat-at-the-table/",8.7,1,"julianne escobedo shepherd","contributor",2016-10-05,2,5,10,2016,2016,0
"447",7333,"magnolia electric co.","songs: ohia","http://pitchfork.com/reviews/albums/7333-magnolia-electric-co/",8.2,1,"eric carr","contributor",2003-03-12,2,12,3,2003,2003,0
"448",7348,"sonic nurse","sonic youth","http://pitchfork.com/reviews/albums/7348-sonic-nurse/",8.5,1,"sam ubl",NA,2004-06-06,6,6,6,2004,2004,0
"449",18245,"major arcana","speedy ortiz","http://pitchfork.com/reviews/albums/18245-speedy-ortiz-major-arcana/",8.4,1,"lindsay zoladz","contributor",2013-07-12,4,12,7,2013,2013,0
"450",16503,"sweet heart sweet light","spiritualized","http://pitchfork.com/reviews/albums/16503-sweet-heart-sweet-light/",8.8,1,"ryan dombal","senior editor",2012-04-16,0,16,4,2012,2012,0
"451",11569,"songs in a&e","spiritualized","http://pitchfork.com/reviews/albums/11569-songs-in-ae/",8.4,1,"mike mcgonigal","contributor",2008-06-03,1,3,6,2008,2008,0
"452",19514,"they want my soul","spoon","http://pitchfork.com/reviews/albums/19514-spoon-they-want-my-soul/",8.6,1,"ryan dombal","senior editor",2014-08-04,0,4,8,2014,2014,0
"453",10390,"ga ga ga ga ga","spoon","http://pitchfork.com/reviews/albums/10390-ga-ga-ga-ga-ga/",8.5,1,"eric harvey","contributor",2007-07-11,2,11,7,2007,2007,0
"454",19020,"st. vincent","st. vincent","http://pitchfork.com/reviews/albums/19020-st-vincent-st-vincent/",8.6,1,"lindsay zoladz","contributor",2014-02-24,0,24,2,2014,2014,0
"455",15813,"strange mercy","st. vincent","http://pitchfork.com/reviews/albums/15813-strange-mercy/",9,1,"ryan dombal","senior editor",2011-09-13,1,13,9,2011,2011,0
"456",12985,"actor","st. vincent","http://pitchfork.com/reviews/albums/12985-actor/",8.5,1,"matthew perpetua",NA,2009-05-05,1,5,5,2009,2009,0
"457",5059,"face the truth","stephen malkmus and the jicks","http://pitchfork.com/reviews/albums/5059-face-the-truth/",8.7,1,"sam ubl",NA,2005-05-24,1,24,5,2005,2005,0
"458",20218,"carrie & lowell","sufjan stevens","http://pitchfork.com/reviews/albums/20218-carrie-lowell/",9.3,1,"brandon stosuy","contributor",2015-03-30,0,30,3,2015,2015,0
"459",14738,"the age of adz","sufjan stevens","http://pitchfork.com/reviews/albums/14738-the-age-of-adz/",8.4,1,"ryan dombal","senior editor",2010-10-12,1,12,10,2010,2010,0
"460",7514,"illinois","sufjan stevens","http://pitchfork.com/reviews/albums/7514-illinois/",9.2,1,"amanda petrusich","contributor",2005-07-04,0,4,7,2005,2005,0
"461",7512,"seven swans","sufjan stevens","http://pitchfork.com/reviews/albums/7512-seven-swans/",8.1,1,"nick sylvester","contributor",2004-03-16,1,16,3,2004,2004,0
"462",7510,"greetings from michigan: the great lakes state","sufjan stevens","http://pitchfork.com/reviews/albums/7510-greetings-from-michigan-the-great-lakes-state/",8.5,1,"brandon stosuy","contributor",2003-07-27,6,27,7,2003,2003,0
"463",18860,"benji","sun kil moon","http://pitchfork.com/reviews/albums/18860-sun-kil-moon-benji/",9.2,1,"ian cohen","contributor",2014-02-03,0,3,2,2014,2014,0
"464",13195,"monoliths & dimensions","sunn o)))","http://pitchfork.com/reviews/albums/13195-monoliths-dimensions/",8.5,1,"grayson currin","contributor",2009-05-29,4,29,5,2009,2009,0
"465",7581,"black one","sunn o)))","http://pitchfork.com/reviews/albums/7581-black-one/",8.9,1,"brandon stosuy","contributor",2005-12-14,2,14,12,2005,2006,-1
"466",13232,"dragonslayer","sunset rubdown","http://pitchfork.com/reviews/albums/13232-dragonslayer/",8.3,1,"jessica suarez","contributor",2009-06-24,2,24,6,2009,2009,0
"467",10711,"random spirit lover","sunset rubdown","http://pitchfork.com/reviews/albums/10711-random-spirit-lover/",8.5,1,"brian howe","contributor",2007-10-01,0,1,10,2007,2007,0
"468",7818,"shut up i am dreaming","sunset rubdown","http://pitchfork.com/reviews/albums/7818-shut-up-i-am-dreaming/",8.6,1,"brandon stosuy","contributor",2006-05-03,2,3,5,2006,2006,0
"469",7628,"6","supersilent","http://pitchfork.com/reviews/albums/7628-6/",9.1,1,"chris dahlen",NA,2003-02-11,1,11,2,2003,2003,0
"470",13844,"astro coast","surfer blood","http://pitchfork.com/reviews/albums/13844-astro-coast/",8.2,1,"ian cohen","contributor",2010-01-21,3,21,1,2010,2010,0
