"","reviewid","year"
"9302",13051,2009
"9303",13045,2009
"9304",13169,2009
"9305",12984,2009
"9306",13000,2009
"9307",13028,2009
"9308",12991,2009
"9309",13037,2009
"9310",13092,2009
"9311",13070,2009
"9312",13030,2009
"9313",13041,2009
"9314",13018,2009
"9315",13042,2009
"9316",13036,2009
"9317",12862,2009
"9318",13034,2009
"9319",13002,2009
"9320",13038,2009
"9321",13006,2009
"9322",13039,2009
"9323",13072,2009
"9324",13024,2009
"9325",13047,2009
"9326",13035,2009
"9327",13021,2009
"9328",13029,2009
"9329",13019,2009
"9330",13069,2009
"9331",12891,2009
"9332",12900,2009
"9333",13009,2009
"9334",13020,2009
"9335",12977,2009
"9336",12964,2009
"9337",13032,2009
"9338",13007,2009
"9339",12997,2009
"9340",13017,2009
"9341",13026,2009
"9342",13027,2009
"9343",13015,2009
"9344",13001,2009
"9345",13023,2009
"9346",12996,2009
"9347",13022,2009
"9348",13016,2009
"9349",13012,2009
"9350",13010,2009
"9351",13011,2009
"9352",12838,2009
"9353",13014,2008
"9354",13013,2009
"9355",12990,2009
"9356",12986,2009
"9357",12995,2009
"9358",12980,2009
"9359",13004,2009
"9360",12998,2009
"9361",12993,2009
"9362",12749,2009
"9363",12949,2009
"9364",12955,2009
"9365",13003,2009
"9366",12987,2009
"9367",13005,2009
"9368",12985,2009
"9369",12989,2009
"9370",12943,2009
"9371",12994,2009
"9372",12999,2009
"9373",12992,2009
"9374",12945,2009
"9375",12981,2009
"9376",12918,2009
"9377",12960,2009
"9378",12968,2009
"9379",12848,2009
"9380",12909,2009
"9381",12971,2009
"9382",12952,2009
"9383",12979,2009
"9384",12963,2009
"9385",12880,2009
"9386",12978,2009
"9387",12969,2009
"9388",12974,2009
"9389",12957,2009
"9390",12962,2009
"9391",12973,2009
"9392",12975,2009
"9393",12966,2009
"9394",12849,2009
"9395",12970,2009
"9396",12956,2009
"9397",12967,2009
"9398",12965,2009
"9399",12961,2009
"9400",12959,2009
"9401",12901,2009
"9402",12878,2009
"9403",12837,2009
"9404",12954,2009
"9405",12953,2009
"9406",12958,2009
"9407",12948,2009
"9408",12936,2009
"9409",12950,2009
"9410",12944,2009
"9411",12939,2009
"9412",12828,2009
"9413",12940,2009
"9414",12931,2009
"9415",12879,2009
"9416",12932,2009
"9417",12886,2009
"9418",12942,2009
"9419",12902,2009
"9420",12916,2009
"9421",12947,2009
"9422",12946,2009
"9423",12935,2009
"9424",12924,2009
"9425",12905,1966
"9426",12905,2009
"9427",12906,2009
"9428",12920,2009
"9429",12929,2009
"9430",12927,1972
"9431",12927,2009
"9432",12790,2009
"9433",12933,2009
"9434",12757,2009
"9435",12938,2009
"9436",12930,2009
"9437",12925,2009
"9438",12914,2009
"9439",12928,2009
"9440",12904,2009
"9441",12922,2009
"9442",12899,2009
"9443",12917,2009
"9444",12903,2009
"9445",12923,2009
"9446",12883,2009
"9447",12926,2009
"9448",12913,2009
"9449",12888,2009
"9450",12911,2009
"9451",12921,2009
"9452",12884,2009
"9453",12890,2009
"9454",12863,2009
"9455",12910,2009
"9456",12897,2009
"9457",12850,2009
"9458",12865,2009
"9459",12861,2009
"9460",12908,2009
"9461",12907,2009
"9462",12877,2009
"9463",12767,2009
"9464",12876,2009
"9465",12896,2009
"9466",12868,2009
"9467",12740,2008
"9468",12882,2009
"9469",12784,2009
"9470",12895,2009
"9471",12898,1996
"9472",12898,2009
"9473",12840,2009
"9474",12759,2009
"9475",12885,2009
"9476",12847,2009
"9477",12869,2009
"9478",12812,2009
"9479",12887,2009
"9480",12892,2009
"9481",12873,1991
"9482",12873,2009
"9483",12881,2001
"9484",12881,2009
"9485",12803,2009
"9486",12851,2009
"9487",12761,NA
"9488",12893,1985
"9489",12893,2009
"9490",12846,1991
"9491",12846,2009
"9492",12800,2009
"9493",12864,2009
"9494",12806,2009
"9495",12872,2009
"9496",12830,2009
"9497",12841,2009
"9498",12796,2009
"9499",12867,2009
"9500",12874,2009
"9501",12875,2009
"9502",12811,2009
"9503",12797,2009
"9504",12785,2009
"9505",12870,2009
"9506",12871,1995
"9507",12871,2009
"9508",12822,2009
"9509",12793,2009
"9510",12752,2008
"9511",12859,2009
"9512",12853,2009
"9513",12738,2008
"9514",12789,2009
"9515",12771,2009
"9516",12855,2009
"9517",12852,1971
"9518",12852,2009
"9519",12747,2009
"9520",12802,2009
"9521",12834,2009
"9522",12860,2009
"9523",12832,2009
"9524",12773,2008
"9525",12792,2009
"9526",12815,2009
"9527",12857,2009
"9528",12854,2009
"9529",12836,2009
"9530",12791,2008
"9531",12823,2009
"9532",12842,2009
"9533",12856,2009
"9534",12807,2009
"9535",12750,2009
"9536",12821,2009
"9537",12845,2009
"9538",12844,2009
"9539",12780,2008
"9540",12774,2009
"9541",12778,2008
"9542",12839,2009
"9543",12843,2009
"9544",12753,2008
"9545",12824,2009
"9546",12775,2008
"9547",12833,2009
"9548",12805,2009
"9549",12804,2009
"9550",12748,2008
"9551",12825,2009
"9552",12835,2009
"9553",12742,2009
"9554",12814,2009
"9555",12816,2009
"9556",12798,2009
"9557",12826,2009
"9558",12829,2009
"9559",12776,2009
"9560",12801,2009
"9561",12768,2009
"9562",12831,2009
"9563",12799,2009
"9564",12786,2009
"9565",12788,2009
"9566",12755,2009
"9567",12827,2009
"9568",12766,2009
"9569",12762,2009
"9570",12777,2008
"9571",12769,2009
"9572",12819,2009
"9573",12820,2009
"9574",12733,2008
"9575",12736,2009
"9576",12737,2008
"9577",12813,2009
"9578",12809,2009
"9579",12770,2009
"9580",12763,2009
"9581",12764,2009
"9582",12818,2009
"9583",12808,2009
"9584",12735,2008
"9585",12756,2008
"9586",12779,2009
"9587",12772,2009
"9588",12794,2009
"9589",12765,2009
"9590",12743,2008
"9591",12782,2009
"9592",12751,2008
"9593",12787,2009
"9594",12741,2008
"9595",12795,2009
"9596",12734,2008
"9597",12783,2009
"9598",12754,2008
"9599",12760,1971
"9600",12760,2009
"9601",12744,2008
"9602",12745,2008
"9603",12729,2009
"9604",12728,2009
"9605",12723,2009
"9606",12725,2009
"9607",12721,2008
"9608",12730,2009
"9609",12727,2009
"9610",12724,2009
"9611",12722,2008
"9612",12726,2009
"9613",12715,2009
"9614",12716,2009
"9615",12708,2009
"9616",12710,2008
"9617",12713,2008
"9618",12717,2009
"9619",12714,2009
"9620",12711,2009
"9621",12712,2009
"9622",12709,2009
"9623",12706,2009
"9624",12707,2009
"9625",12698,2009
"9626",12696,2009
"9627",12704,2008
"9628",12703,2009
"9629",12705,2009
"9630",12693,2008
"9631",12694,2009
"9632",12699,2008
"9633",12702,2009
"9634",12695,2009
"9635",12697,2009
"9636",12701,2009
"9637",12700,2009
"9638",12689,2009
"9639",12680,2002
"9640",12680,2009
"9641",12688,2009
"9642",12626,2008
"9643",12675,2008
"9644",12690,2009
"9645",12687,2009
"9646",12679,2008
"9647",12677,2009
"9648",12684,2008
"9649",12686,2009
"9650",12683,2009
"9651",12682,2009
"9652",12673,1974
"9653",12673,2009
"9654",12678,2008
"9655",12681,2009
"9656",12685,2009
"9657",12674,2009
"9658",12676,2008
"9659",12672,2008
"9660",12671,1989
"9661",12671,2009
"9662",12667,2009
"9663",12668,1985
"9664",12668,2009
"9665",12625,2008
"9666",12665,2008
"9667",12669,2009
"9668",12670,2009
"9669",12666,2008
"9670",12663,2008
"9671",12664,2008
"9672",12662,2009
"9673",12655,1969
"9674",12655,2009
"9675",12659,2009
"9676",12657,2008
"9677",12654,2009
"9678",12661,2009
"9679",12656,2009
"9680",12660,2009
"9681",12653,2008
"9682",12658,2009
"9683",12651,2009
"9684",12652,2009
"9685",12648,2008
"9686",12650,2008
"9687",12649,2008
"9688",12644,2009
"9689",12637,2009
"9690",12635,2008
"9691",12633,2008
"9692",12646,2009
"9693",12645,2009
"9694",12642,2009
"9695",12630,2008
"9696",12643,2009
"9697",12647,NA
"9698",12639,2009
"9699",12636,2009
"9700",12638,NA
"9701",12632,2008
"9702",12631,2008
"9703",12640,2009
"9704",12634,2009
"9705",12629,2009
"9706",12628,2008
"9707",12641,2008
"9708",12619,2009
"9709",12621,2009
"9710",12613,2009
"9711",12611,2009
"9712",12580,2008
"9713",12608,2009
"9714",12617,2009
"9715",12620,2009
"9716",12606,2008
"9717",12558,2009
"9718",12567,2008
"9719",12616,2009
"9720",12618,2009
"9721",12573,2008
"9722",12599,2008
"9723",12615,2008
"9724",12607,2009
"9725",12610,2008
"9726",12560,2008
"9727",12561,2008
"9728",12614,2009
"9729",12595,2009
"9730",12569,2008
"9731",12570,2008
"9732",12557,2008
"9733",12609,2009
"9734",12600,2009
"9735",12592,2008
"9736",12584,2008
"9737",12562,2008
"9738",12612,2009
"9739",12603,2009
"9740",12579,2008
"9741",12586,2008
"9742",12572,2008
"9743",12605,2009
"9744",12604,2009
"9745",12594,2008
"9746",12564,2008
"9747",12559,2008
"9748",12590,2009
"9749",12593,2009
"9750",12574,2008
"9751",12563,2008
"9752",12571,2008
"9753",12581,2009
"9754",12589,2009
"9755",12577,2008
"9756",12578,2008
"9757",12588,2008
"9758",12596,2009
"9759",12602,2008
"9760",12583,2008
"9761",12585,2008
"9762",12575,2008
"9763",12601,2009
"9764",12591,2008
"9765",12568,2008
"9766",12587,2009
"9767",12576,2008
"9768",12597,NA
"9769",12598,2008
"9770",12566,2008
"9771",12582,2008
"9772",12565,2008
"9773",12543,2008
"9774",12555,2008
"9775",12537,2008
"9776",12552,2008
"9777",12530,2008
"9778",12554,2008
"9779",12523,1995
"9780",12523,2008
"9781",12534,2008
"9782",12549,2008
"9783",12522,2008
"9784",12553,2008
"9785",12551,2008
"9786",12535,2008
"9787",12539,2008
"9788",12521,2008
"9789",12546,1973
"9790",12546,2008
"9791",12542,2008
"9792",12538,2008
"9793",12445,2008
"9794",12550,NA
"9795",12547,NA
"9796",12548,2008
"9797",12525,2008
"9798",12526,2008
"9799",12529,2008
"9800",12545,2008
"9801",12541,2008
"9802",12532,2008
"9803",12533,2008
"9804",12527,2008
"9805",12540,2008
"9806",12544,2008
"9807",12531,2008
"9808",12528,2008
"9809",12536,2008
"9810",12518,2009
"9811",12519,2008
"9812",12511,2008
"9813",12514,2008
"9814",12517,2008
"9815",12515,2008
"9816",12516,2008
"9817",12512,2008
"9818",12510,2008
"9819",12513,2008
"9820",12496,2008
"9821",12474,2008
"9822",12506,2008
"9823",12509,2008
"9824",12475,2008
"9825",12499,1997
"9826",12499,2008
"9827",12508,2008
"9828",12488,2008
"9829",12487,2008
"9830",12491,2008
"9831",12493,2008
"9832",12492,2008
"9833",12490,2008
"9834",12480,2008
"9835",12486,2008
"9836",12507,2008
"9837",12504,2008
"9838",12494,2008
"9839",12524,2008
"9840",12481,2008
"9841",12505,2008
"9842",12497,2008
"9843",12476,2008
"9844",12489,2008
"9845",12478,2008
"9846",12503,2008
"9847",12500,2008
"9848",12485,2008
"9849",12483,2008
"9850",12477,2008
"9851",12501,2008
"9852",12502,2008
"9853",12472,2007
"9854",12482,2008
"9855",12471,2008
"9856",12498,2008
"9857",12495,2008
"9858",12479,2008
"9859",12484,2008
"9860",12473,2008
"9861",12469,2008
"9862",12470,2008
"9863",12448,2008
"9864",12458,2008
"9865",12446,2008
"9866",12466,1998
"9867",12466,2008
"9868",12455,2008
"9869",12450,NA
"9870",12463,2008
"9871",12452,2008
"9872",12467,2008
"9873",12468,2008
"9874",12454,2008
"9875",12459,2008
"9876",12447,2008
"9877",12464,2008
"9878",12465,2008
"9879",12451,2008
"9880",12449,2008
"9881",12461,2008
"9882",12460,2008
"9883",12462,2008
"9884",12453,2008
"9885",12457,2008
"9886",12456,2008
"9887",12444,2008
"9888",12442,2008
"9889",12434,2008
"9890",12439,2008
"9891",12428,2008
"9892",12443,2008
"9893",12441,1979
"9894",12441,2008
"9895",12427,2008
"9896",12431,2008
"9897",12433,2008
"9898",12435,2008
"9899",12424,2008
"9900",12425,2008
"9901",12438,2008
"9902",12429,1980
"9903",12429,2008
"9904",12426,2008
"9905",12440,2008
"9906",12437,2008
"9907",12432,2008
"9908",12430,2008
"9909",12436,2008
"9910",12422,2008
"9911",12421,2008
"9912",12414,2008
"9913",12419,2008
"9914",12415,2008
"9915",12420,2008
"9916",12400,2008
"9917",12403,2008
"9918",12404,2008
"9919",12391,2008
"9920",12423,2008
"9921",12399,2008
"9922",12396,2008
"9923",12407,2008
"9924",12413,2008
"9925",12417,2008
"9926",12398,2008
"9927",12393,2008
"9928",12416,2008
"9929",12418,2008
"9930",12408,2008
"9931",12410,2008
"9932",12394,2008
"9933",12397,2008
"9934",12409,2008
"9935",12412,2008
"9936",12395,2008
"9937",12392,2008
"9938",12406,2008
"9939",12388,2008
"9940",12384,2008
"9941",12382,2008
"9942",12383,2008
"9943",12366,2008
"9944",12389,2008
"9945",12390,2008
"9946",12379,2008
"9947",12373,2008
"9948",12362,2008
"9949",12385,2008
"9950",12387,2008
"9951",12386,2008
"9952",12365,2008
"9953",12363,2008
"9954",12380,2008
"9955",12381,2008
"9956",12372,2008
"9957",12359,2008
"9958",12367,2008
"9959",12374,2008
"9960",12377,2008
"9961",12378,2008
"9962",12358,2008
"9963",12354,2008
"9964",12345,2008
"9965",12375,2008
"9966",12349,2008
"9967",12351,2008
"9968",12347,2008
"9969",12368,2008
"9970",12376,2008
"9971",12370,2008
"9972",12353,2008
"9973",12350,2008
"9974",12360,2008
"9975",12369,2008
"9976",12348,2008
"9977",12355,2008
"9978",12361,2008
"9979",12371,2008
"9980",12364,2008
"9981",12357,2008
"9982",12356,2008
"9983",12352,2008
"9984",12331,2008
"9985",12327,2008
"9986",12321,2008
"9987",12307,2006
"9988",12307,2008
"9989",12325,2008
"9990",12330,2008
"9991",12293,2008
"9992",12323,2008
"9993",12301,2008
"9994",12302,2008
"9995",12328,2008
"9996",12326,2008
"9997",12315,2008
"9998",12329,2008
"9999",12273,2008
"10000",12305,2008
"10001",12324,2008
"10002",12312,2008
"10003",12308,2008
"10004",12299,2008
"10005",12322,2008
"10006",12271,2008
"10007",12319,2008
"10008",12317,2008
"10009",12296,2008
"10010",12320,2008
"10011",12318,2008
"10012",12264,2008
"10013",12284,2008
"10014",12313,2008
"10015",12316,2008
"10016",12314,2008
"10017",12289,2008
"10018",12287,2008
"10019",12276,2008
"10020",12292,2008
"10021",12227,2008
"10022",12250,2008
"10023",12245,2008
"10024",12288,2008
"10025",12311,2008
"10026",12285,2008
"10027",12303,2008
"10028",12220,2008
"10029",12223,2008
"10030",12310,2008
"10031",12309,2008
"10032",12297,2008
"10033",12306,2008
"10034",12274,2008
"10035",12272,2008
"10036",12300,2008
"10037",12267,2008
"10038",12290,2008
"10039",12238,2008
"10040",12295,2008
"10041",12304,2008
"10042",12263,2008
"10043",12298,2008
"10044",12254,2008
"10045",12275,2008
"10046",12294,2008
"10047",12252,2008
"10048",12281,2008
"10049",12255,2007
"10050",12255,2008
"10051",12291,2008
"10052",12283,2008
"10053",12253,NA
"10054",12258,2008
"10055",12248,2008
"10056",12286,2008
"10057",12244,2008
"10058",12280,2008
"10059",12243,2008
"10060",12226,2008
"10061",12279,2008
"10062",12282,2008
"10063",12239,2008
"10064",12268,2008
"10065",12237,2008
"10066",12278,2008
"10067",12277,2008
"10068",12270,2008
"10069",12235,2008
"10070",12269,2008
"10071",12265,2008
"10072",12259,2008
"10073",12242,2008
"10074",12233,2008
"10075",12232,2008
"10076",12260,NA
"10077",12231,2008
"10078",12229,2008
"10079",12225,2008
"10080",12230,2008
"10081",12266,2008
"10082",12261,2008
"10083",12234,2008
"10084",12222,2008
"10085",12224,2008
"10086",12262,2008
"10087",12256,2008
"10088",12236,2008
"10089",12228,2008
"10090",12247,2008
"10091",12249,2008
"10092",12257,2008
"10093",12221,2008
"10094",12214,2008
"10095",12219,2008
"10096",12241,2008
"10097",12251,2008
"10098",12217,2008
"10099",12213,2008
"10100",12215,2008
"10101",12246,2008
"10102",12240,2008
"10103",12216,NA
"10104",12218,1998
"10105",12218,2008
"10106",12212,2008
"10107",12210,2008
"10108",12208,2008
"10109",12207,2008
"10110",12182,2008
"10111",12197,1992
"10112",12197,2008
"10113",12209,2008
"10114",12205,2008
"10115",12196,2008
"10116",12203,2008
"10117",12192,2008
"10118",12183,2005
"10119",12183,2008
"10120",12206,2008
"10121",12198,2008
"10122",12191,2008
"10123",12189,1970
"10124",12189,2008
"10125",12204,2008
"10126",12200,2008
"10127",12187,2008
"10128",12188,2008
"10129",12185,2008
"10130",12190,2008
"10131",12199,2008
"10132",12193,2008
"10133",12202,2008
"10134",12184,2008
"10135",12194,2008
"10136",12201,2008
"10137",12181,2008
"10138",12195,2008
"10139",12186,2008
"10140",12175,2008
"10141",12148,2008
"10142",12173,2008
"10143",12165,2008
"10144",12164,2008
"10145",12179,NA
"10146",12177,2008
"10147",12168,2008
"10148",12167,2008
"10149",12172,2008
"10150",12180,2008
"10151",12178,2008
"10152",12131,2008
"10153",12169,2008
"10154",12163,2008
"10155",12153,2008
"10156",12176,2008
"10157",12158,2008
"10158",12161,2008
"10159",12162,2008
"10160",12174,2008
"10161",12171,2008
"10162",12344,2008
"10163",12157,2008
"10164",12152,2008
"10165",12170,2008
"10166",12160,2008
"10167",12156,2008
"10168",12150,2008
"10169",12149,2008
"10170",12159,2008
"10171",12155,2008
"10172",12143,2008
"10173",12144,2008
"10174",12146,2008
"10175",12151,2008
"10176",12154,2008
"10177",12141,2008
"10178",12137,1998
"10179",12137,2008
"10180",12138,2008
"10181",12132,2008
"10182",12142,2008
"10183",12139,2008
"10184",12136,2008
"10185",12147,2008
"10186",12133,2008
"10187",12145,2008
"10188",12135,2008
"10189",12134,2008
"10190",12140,2008
"10191",12121,2008
"10192",12111,2008
"10193",12128,2008
"10194",12211,2008
"10195",12124,2008
"10196",12130,2008
"10197",12127,2008
"10198",12112,2008
"10199",12109,2008
"10200",12117,2008
"10201",12125,2008
"10202",12126,2008
"10203",12119,2008
"10204",12105,2008
"10205",12113,2008
"10206",12114,2008
"10207",12123,2008
"10208",12120,2008
"10209",12051,2008
"10210",12107,2008
"10211",12122,2008
"10212",12115,2008
"10213",12108,2008
"10214",12101,2008
"10215",12103,2008
"10216",12110,2008
"10217",12116,2008
"10218",12086,2008
"10219",12097,2008
"10220",12102,2008
"10221",12118,2008
"10222",12098,2008
"10223",12082,2008
"10224",12070,2008
"10225",12104,2008
"10226",12084,2008
"10227",12100,2008
"10228",12077,2008
"10229",12106,2008
"10230",12087,2008
"10231",12091,1978
"10232",12091,2008
"10233",12064,2008
"10234",12089,2008
"10235",12092,2008
"10236",12083,2008
"10237",12079,2008
"10238",12094,2008
"10239",12099,2008
"10240",12071,2006
"10241",12071,2008
"10242",12093,NA
"10243",12069,2008
"10244",12081,2008
"10245",12095,NA
"10246",12068,2008
"10247",12074,2008
"10248",12065,2008
"10249",12096,2008
"10250",12088,2008
"10251",12066,2008
"10252",12067,2008
"10253",12090,1970
"10254",12090,2008
"10255",12080,2008
"10256",12062,2008
"10257",12048,2006
"10258",12048,2008
"10259",12059,2008
"10260",12055,2008
"10261",12085,2008
"10262",12078,2008
"10263",12056,NA
"10264",12054,2008
"10265",12049,2008
"10266",12075,2008
"10267",12076,2008
"10268",12072,2008
"10269",12057,2008
"10270",12073,2008
"10271",12053,2008
"10272",12052,2008
"10273",12050,2008
"10274",12045,2008
"10275",12061,2008
"10276",12063,2008
"10277",12044,2008
"10278",12046,2008
"10279",12047,1983
"10280",12047,2008
"10281",12060,2008
"10282",12031,NA
"10283",12014,2008
"10284",12042,2008
"10285",12043,2008
"10286",12058,2008
"10287",12033,2008
"10288",11972,2008
"10289",12039,2008
"10290",12028,2008
"10291",12020,2008
"10292",12030,2008
"10293",12034,NA
"10294",12037,2008
"10295",12038,2005
"10296",12038,2008
"10297",12000,2008
"10298",12036,2008
"10299",12035,2008
"10300",11991,NA
"10301",12032,2008
"10302",12041,2008
"10303",12040,2008
"10304",11963,2008
"10305",11914,2008
"10306",12017,2008
"10307",12024,NA
"10308",12029,2008
"10309",12015,2008
"10310",12025,2008
"10311",12023,2008
"10312",12016,2008
"10313",12010,2008
"10314",12027,2008
"10315",12008,2008
"10316",12019,2008
"10317",12022,1980
"10318",12022,2008
"10319",12021,2008
"10320",12026,2008
"10321",12011,2008
"10322",12018,2008
"10323",11553,2008
"10324",12001,NA
"10325",12009,2008
"10326",11999,2008
"10327",11996,2008
"10328",11617,2008
"10329",11998,2008
"10330",11992,2008
"10331",11976,2008
"10332",12007,2008
"10333",12013,2008
"10334",11995,2008
"10335",11975,2008
"10336",11978,2008
"10337",11988,2008
"10338",12005,2008
"10339",12012,2008
"10340",11980,2008
"10341",11959,2008
"10342",11983,NA
"10343",12002,2008
"10344",11993,2008
"10345",11982,NA
"10346",11990,2008
"10347",11985,2006
"10348",11985,2008
"10349",11966,2008
"10350",12003,2008
"10351",12006,2008
"10352",11974,2008
"10353",11997,2008
"10354",11987,2008
"10355",12004,2008
"10356",11968,2008
"10357",11967,2008
"10358",11970,2008
"10359",11557,2008
"10360",11984,2008
"10361",11576,2008
"10362",11965,2008
"10363",11944,2008
"10364",11979,2008
"10365",11986,2008
"10366",11969,2008
"10367",11964,2008
"10368",11973,2008
"10369",11981,2008
"10370",11989,NA
"10371",11584,2008
"10372",11962,2008
"10373",11971,2008
"10374",11961,2008
"10375",11943,1977
"10376",11943,2008
"10377",11958,2008
"10378",11960,2008
"10379",11945,2008
"10380",11977,2008
"10381",11948,2008
"10382",11694,2008
"10383",11946,2008
"10384",11618,2008
"10385",11952,2008
"10386",11955,2008
"10387",11956,2008
"10388",11954,2008
"10389",11957,2008
"10390",11947,2008
"10391",11953,2008
"10392",11951,2008
"10393",11949,2008
"10394",11950,2008
"10395",11942,2008
"10396",11941,2008
"10397",11939,2008
"10398",11938,2008
"10399",11940,2008
"10400",2272,NA
"10401",11937,2008
"10402",11581,2008
"10403",11936,2008
"10404",11935,2008
"10405",11934,2008
"10406",11929,2008
"10407",11933,2008
"10408",11932,2008
"10409",11931,2008
"10410",11930,2008
"10411",11925,2008
"10412",11928,2008
"10413",11926,2008
"10414",11531,2008
"10415",11927,2007
"10416",11924,2008
"10417",11923,2008
"10418",11609,2008
"10419",11605,2008
"10420",11922,2008
"10421",11921,2008
"10422",11920,2008
"10423",11613,2008
"10424",11589,2008
"10425",11514,2008
"10426",11690,2008
"10427",11919,2008
"10428",11578,2008
"10429",11918,2008
"10430",11611,2008
"10431",11619,2008
"10432",11688,2008
"10433",11917,2008
"10434",11586,2008
"10435",11594,2008
"10436",11916,2008
"10437",11915,2008
"10438",11595,2008
"10439",11596,2008
"10440",11593,2008
"10441",11616,2008
"10442",11620,2008
"10443",11566,2008
"10444",11588,2008
"10445",11597,2008
"10446",11692,2008
"10447",11621,2008
"10448",11600,2008
"10449",11579,2008
"10450",11573,2008
"10451",11603,2008
"10452",11610,2008
"10453",11577,2008
"10454",11570,2008
"10455",11564,2008
"10456",11684,2008
"10457",11608,2008
"10458",11612,2008
"10459",11567,2008
"10460",11574,2008
"10461",11580,2008
"10462",11583,2008
"10463",11555,2008
"10464",11513,2008
"10465",11559,2008
"10466",11604,2008
"10467",11538,2008
"10468",11552,2007
"10469",11552,2008
"10470",11550,2008
"10471",11565,2008
"10472",11585,2008
"10473",11592,2008
"10474",11548,2008
"10475",11563,2008
"10476",11554,2008
"10477",11587,2008
"10478",11562,2008
"10479",11547,2008
"10480",11537,2008
"10481",11558,2008
"10482",11686,2008
"10483",11582,2008
"10484",11539,2008
"10485",11502,2008
"10486",11541,2008
"10487",11560,2008
"10488",11575,2008
"10489",11535,2008
"10490",11536,2008
"10491",11500,2008
"10492",11569,2008
"10493",11414,2008
"10494",11540,2008
"10495",11526,2008
"10496",11527,2008
"10497",11682,2008
"10498",11568,2008
"10499",11551,2008
"10500",11472,2008
"10501",11523,2008
"10502",11561,2008
"10503",11524,2008
"10504",11519,2008
"10505",11516,2008
"10506",11544,2008
"10507",11509,2008
"10508",11556,2008
"10509",11515,2008
"10510",11507,2008
"10511",11508,2008
"10512",11545,2008
"10513",11546,2008
"10514",11511,2008
"10515",11512,2008
"10516",11494,2008
"10517",11498,2008
"10518",11549,2008
"10519",11543,2008
"10520",11506,2008
"10521",11517,2008
"10522",11542,2008
"10523",11534,2008
"10524",11469,2008
"10525",11486,2008
"10526",11491,2008
"10527",11525,2008
"10528",11504,2008
"10529",11497,2008
"10530",11528,2008
"10531",11496,2008
"10532",11533,2008
"10533",11518,2008
"10534",11481,2008
"10535",11480,2008
"10536",11490,2008
"10537",11680,2008
"10538",11420,2008
"10539",11445,2008
"10540",11476,2008
"10541",11475,2008
"10542",11522,2008
"10543",11488,2008
"10544",11428,2008
"10545",11446,2008
"10546",11482,2008
"10547",11499,2008
"10548",11489,2008
"10549",11222,2008
"10550",11468,2008
"10551",11459,2008
"10552",11510,2008
"10553",11373,2008
"10554",11466,2008
"10555",11457,2008
"10556",11355,2008
"10557",11493,2008
"10558",11495,2008
"10559",11386,2007
"10560",11448,2008
"10561",11450,2008
"10562",11503,2008
"10563",11505,2008
"10564",11477,2008
"10565",11456,2008
"10566",11454,2008
"10567",11501,2008
"10568",11484,2008
"10569",11418,2008
"10570",11447,2008
"10571",11485,2008
"10572",11376,1965
"10573",11376,2008
"10574",11487,2008
"10575",11341,2007
"10576",11421,2008
"10577",11455,2008
"10578",11492,2008
"10579",11478,2008
"10580",11257,2008
"10581",11678,2008
"10582",11440,2008
"10583",11483,2008
"10584",11470,2008
"10585",11374,2008
"10586",11463,2008
"10587",11424,2007
"10588",11479,2008
"10589",11359,2008
"10590",11388,2008
"10591",11392,2008
"10592",11443,2007
"10593",11449,2008
"10594",11670,2008
"10595",11399,2008
"10596",11346,2008
"10597",11412,2008
"10598",11464,2008
"10599",11674,1969
"10600",11674,2008
"10601",11471,2008
"10602",11460,2008
"10603",11461,2008
"10604",11465,2008
"10605",11462,2008
"10606",11413,2008
"10607",11343,2007
"10608",11398,2008
"10609",11467,2008
"10610",11452,2008
"10611",11404,2008
"10612",11294,1996
"10613",11294,2008
"10614",11422,2008
"10615",11458,2008
"10616",11451,2008
"10617",11425,2008
"10618",11391,2008
"10619",11417,2008
"10620",11371,2008
"10621",11438,2008
"10622",11453,2008
"10623",11360,2008
"10624",11432,2008
"10625",11202,2008
"10626",11429,1967
"10627",11429,2008
"10628",11430,2007
"10629",11430,2008
"10630",11431,2008
"10631",11365,2008
"10632",11442,1998
"10633",11442,2008
"10634",11444,2008
"10635",11423,2008
"10636",11419,2008
"10637",11354,2008
"10638",11427,2008
"10639",11441,2008
"10640",11426,2008
"10641",11368,2008
"10642",11356,2008
"10643",11433,2008
"10644",11439,2008
"10645",11385,1985
"10646",11385,2008
"10647",11364,2008
"10648",11306,2008
"10649",11400,2008
"10650",11676,2008
"10651",11379,2008
"10652",11293,2008
"10653",11395,2007
"10654",11668,2003
"10655",11668,2008
"10656",11416,2008
"10657",11415,2008
"10658",11259,2008
"10659",11266,2008
"10660",11401,2008
"10661",11405,2008
"10662",11363,1983
"10663",11363,2008
"10664",11394,2008
"10665",11342,2007
"10666",11342,2008
"10667",11403,2008
"10668",11408,2008
"10669",11322,2008
"10670",11334,2008
"10671",11369,2008
"10672",11406,2008
"10673",11409,2008
"10674",11281,2008
"10675",11389,2008
"10676",11402,2007
"10677",11664,2008
"10678",11407,2008
"10679",11351,2008
"10680",11290,2008
"10681",11300,2007
"10682",11672,2008
"10683",11387,2008
"10684",11390,2008
"10685",11393,2008
"10686",11287,2008
"10687",11660,2008
"10688",11381,2008
"10689",11372,2008
"10690",11345,2008
"10691",11177,2008
"10692",11337,2008
"10693",11666,1994
"10694",11666,2007
"10695",11367,2008
"10696",11303,2008
"10697",11353,2007
"10698",11380,2008
"10699",11370,2008
"10700",11275,2008
